len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):283; curr precision: 0.9659; curr recall: 0.3606; curr f1: 0.5252; curr tp: 39361; curr fp: 1391; curr fn: 69790; curr tn: 1561787; precision of pattern: 0.9167; tp, abs. recall of pattern: 168; pattern: _OTOKEN_broken; pattern type: l0
len(selected_patterns):284; curr precision: 0.9656; curr recall: 0.362; curr f1: 0.5266; curr tp: 39509; curr fp: 1407; curr fn: 69642; curr tn: 1561771; precision of pattern: 0.9211; tp, abs. recall of pattern: 148; pattern: _OTOKEN_sharp; pattern type: l0
len(selected_patterns):285; curr precision: 0.9654; curr recall: 0.3626; curr f1: 0.5272; curr tp: 39580; curr fp: 1419; curr fn: 69571; curr tn: 1561759; precision of pattern: 0.92; tp, abs. recall of pattern: 71; pattern: _OTOKEN_positive; pattern type: l0
len(selected_patterns):286; curr precision: 0.9654; curr recall: 0.3631; curr f1: 0.5278; curr tp: 39637; curr fp: 1421; curr fn: 69514; curr tn: 1561757; precision of pattern: 0.9231; tp, abs. recall of pattern: 57; pattern: _OTOKEN_minimal; pattern type: l0
len(selected_patterns):287; curr precision: 0.9653; curr recall: 0.3636; curr f1: 0.5282; curr tp: 39686; curr fp: 1426; curr fn: 69465; curr tn: 1561752; precision of pattern: 0.9167; tp, abs. recall of pattern: 49; pattern: _OTOKEN_tight; pattern type: l0
len(selected_patterns):288; curr precision: 0.9653; curr recall: 0.364; curr f1: 0.5287; curr tp: 39734; curr fp: 1427; curr fn: 69417; curr tn: 1561751; precision of pattern: 0.9167; tp, abs. recall of pattern: 48; pattern: _OTOKEN_brighter; pattern type: l0
len(selected_patterns):289; curr precision: 0.9653; curr recall: 0.3645; curr f1: 0.5291; curr tp: 39782; curr fp: 1429; curr fn: 69369; curr tn: 1561749; precision of pattern: 0.9167; tp, abs. recall of pattern: 48; pattern: _OTOKEN_pleasant; pattern type: l0
len(selected_patterns):290; curr precision: 0.9652; curr recall: 0.3649; curr f1: 0.5295; curr tp: 39825; curr fp: 1436; curr fn: 69326; curr tn: 1561742; precision of pattern: 0.9167; tp, abs. recall of pattern: 43; pattern: _OTOKEN_harder; pattern type: l0
len(selected_patterns):291; curr precision: 0.9651; curr recall: 0.3652; curr f1: 0.5299; curr tp: 39863; curr fp: 1440; curr fn: 69288; curr tn: 1561738; precision of pattern: 0.9231; tp, abs. recall of pattern: 38; pattern: _OTOKEN_sad; pattern type: l0
len(selected_patterns):292; curr precision: 0.9651; curr recall: 0.3655; curr f1: 0.5302; curr tp: 39891; curr fp: 1444; curr fn: 69260; curr tn: 1561734; precision of pattern: 0.9167; tp, abs. recall of pattern: 28; pattern: _OTOKEN_skeptical; pattern type: l0
len(selected_patterns):293; curr precision: 0.9644; curr recall: 0.373; curr f1: 0.538; curr tp: 40715; curr fp: 1502; curr fn: 68436; curr tn: 1561676; precision of pattern: 0.9095; tp, abs. recall of pattern: 824; pattern: _OTOKEN_bad; pattern type: l0
len(selected_patterns):294; curr precision: 0.9632; curr recall: 0.3756; curr f1: 0.5404; curr tp: 40993; curr fp: 1566; curr fn: 68158; curr tn: 1561612; precision of pattern: 0.9063; tp, abs. recall of pattern: 278; pattern: _OTOKEN_clear; pattern type: l0
len(selected_patterns):295; curr precision: 0.9629; curr recall: 0.3774; curr f1: 0.5423; curr tp: 41194; curr fp: 1586; curr fn: 67957; curr tn: 1561592; precision of pattern: 0.9107; tp, abs. recall of pattern: 201; pattern: _OTOKEN_reliable; pattern type: l0
len(selected_patterns):296; curr precision: 0.963; curr recall: 0.3786; curr f1: 0.5435; curr tp: 41323; curr fp: 1589; curr fn: 67828; curr tn: 1561589; precision of pattern: 0.9091; tp, abs. recall of pattern: 129; pattern: _OTOKEN_stable; pattern type: l0
len(selected_patterns):297; curr precision: 0.9628; curr recall: 0.3788; curr f1: 0.5437; curr tp: 41351; curr fp: 1598; curr fn: 67800; curr tn: 1561580; precision of pattern: 0.9091; tp, abs. recall of pattern: 28; pattern: _OTOKEN_annoyance; pattern type: l0
len(selected_patterns):298; curr precision: 0.9628; curr recall: 0.3805; curr f1: 0.5454; curr tp: 41532; curr fp: 1604; curr fn: 67619; curr tn: 1561574; precision of pattern: 0.9048; tp, abs. recall of pattern: 181; pattern: _OTOKEN_useless; pattern type: l0
len(selected_patterns):299; curr precision: 0.9626; curr recall: 0.382; curr f1: 0.5469; curr tp: 41692; curr fp: 1618; curr fn: 67459; curr tn: 1561560; precision of pattern: 0.9; tp, abs. recall of pattern: 160; pattern: _OTOKEN_failed; pattern type: l0
len(selected_patterns):300; curr precision: 0.9626; curr recall: 0.3829; curr f1: 0.5479; curr tp: 41796; curr fp: 1624; curr fn: 67355; curr tn: 1561554; precision of pattern: 0.9048; tp, abs. recall of pattern: 104; pattern: _OTOKEN_loose; pattern type: l0
len(selected_patterns):301; curr precision: 0.9625; curr recall: 0.3838; curr f1: 0.5488; curr tp: 41892; curr fp: 1630; curr fn: 67259; curr tn: 1561548; precision of pattern: 0.9; tp, abs. recall of pattern: 96; pattern: _OTOKEN_reasonable; pattern type: l0
len(selected_patterns):302; curr precision: 0.9626; curr recall: 0.3843; curr f1: 0.5493; curr tp: 41944; curr fp: 1630; curr fn: 67207; curr tn: 1561548; precision of pattern: 0.9; tp, abs. recall of pattern: 52; pattern: _OTOKEN_neat; pattern type: l0
len(selected_patterns):303; curr precision: 0.9626; curr recall: 0.3846; curr f1: 0.5496; curr tp: 41983; curr fp: 1630; curr fn: 67168; curr tn: 1561548; precision of pattern: 0.9; tp, abs. recall of pattern: 39; pattern: _OTOKEN_wonderfully; pattern type: l0
len(selected_patterns):304; curr precision: 0.9625; curr recall: 0.385; curr f1: 0.55; curr tp: 42019; curr fp: 1636; curr fn: 67132; curr tn: 1561542; precision of pattern: 0.9; tp, abs. recall of pattern: 36; pattern: _OTOKEN_clunky; pattern type: l0
len(selected_patterns):305; curr precision: 0.9625; curr recall: 0.3853; curr f1: 0.5503; curr tp: 42051; curr fp: 1637; curr fn: 67100; curr tn: 1561541; precision of pattern: 0.9; tp, abs. recall of pattern: 32; pattern: _OTOKEN_ok.; pattern type: l0
len(selected_patterns):306; curr precision: 0.9625; curr recall: 0.3855; curr f1: 0.5505; curr tp: 42077; curr fp: 1639; curr fn: 67074; curr tn: 1561539; precision of pattern: 0.9; tp, abs. recall of pattern: 26; pattern: _OTOKEN_reflective; pattern type: l0
len(selected_patterns):307; curr precision: 0.9625; curr recall: 0.3857; curr f1: 0.5507; curr tp: 42099; curr fp: 1641; curr fn: 67052; curr tn: 1561537; precision of pattern: 0.9; tp, abs. recall of pattern: 22; pattern: _OTOKEN_efficiently; pattern type: l0
len(selected_patterns):308; curr precision: 0.9625; curr recall: 0.3864; curr f1: 0.5515; curr tp: 42181; curr fp: 1645; curr fn: 66970; curr tn: 1561533; precision of pattern: 0.8889; tp, abs. recall of pattern: 82; pattern: _OTOKEN_flimsy; pattern type: l0
len(selected_patterns):309; curr precision: 0.9621; curr recall: 0.3871; curr f1: 0.5521; curr tp: 42255; curr fp: 1663; curr fn: 66896; curr tn: 1561515; precision of pattern: 0.8889; tp, abs. recall of pattern: 74; pattern: _OTOKEN_improvement; pattern type: l0
len(selected_patterns):310; curr precision: 0.9621; curr recall: 0.3876; curr f1: 0.5526; curr tp: 42310; curr fp: 1667; curr fn: 66841; curr tn: 1561511; precision of pattern: 0.8889; tp, abs. recall of pattern: 55; pattern: _OTOKEN_elegant; pattern type: l0
len(selected_patterns):311; curr precision: 0.9621; curr recall: 0.3881; curr f1: 0.5531; curr tp: 42361; curr fp: 1671; curr fn: 66790; curr tn: 1561507; precision of pattern: 0.8889; tp, abs. recall of pattern: 51; pattern: _OTOKEN_improve; pattern type: l0
len(selected_patterns):312; curr precision: 0.9617; curr recall: 0.3885; curr f1: 0.5534; curr tp: 42402; curr fp: 1690; curr fn: 66749; curr tn: 1561488; precision of pattern: 0.8889; tp, abs. recall of pattern: 41; pattern: _OTOKEN_greatest; pattern type: l0
len(selected_patterns):313; curr precision: 0.9615; curr recall: 0.3887; curr f1: 0.5536; curr tp: 42426; curr fp: 1699; curr fn: 66725; curr tn: 1561479; precision of pattern: 0.8889; tp, abs. recall of pattern: 24; pattern: _OTOKEN_rough; pattern type: l0
len(selected_patterns):314; curr precision: 0.9615; curr recall: 0.3889; curr f1: 0.5538; curr tp: 42447; curr fp: 1700; curr fn: 66704; curr tn: 1561478; precision of pattern: 0.8889; tp, abs. recall of pattern: 21; pattern: _OTOKEN_unique; pattern type: l0
len(selected_patterns):315; curr precision: 0.9612; curr recall: 0.3907; curr f1: 0.5555; curr tp: 42640; curr fp: 1720; curr fn: 66511; curr tn: 1561458; precision of pattern: 0.8833; tp, abs. recall of pattern: 193; pattern: _OTOKEN_worst; pattern type: l0
len(selected_patterns):316; curr precision: 0.9612; curr recall: 0.3921; curr f1: 0.557; curr tp: 42801; curr fp: 1729; curr fn: 66350; curr tn: 1561449; precision of pattern: 0.875; tp, abs. recall of pattern: 161; pattern: _OTOKEN_defective; pattern type: l0
len(selected_patterns):317; curr precision: 0.9609; curr recall: 0.3931; curr f1: 0.5579; curr tp: 42906; curr fp: 1748; curr fn: 66245; curr tn: 1561430; precision of pattern: 0.8846; tp, abs. recall of pattern: 105; pattern: _OTOKEN_sensitive; pattern type: l0
len(selected_patterns):318; curr precision: 0.9609; curr recall: 0.3936; curr f1: 0.5584; curr tp: 42960; curr fp: 1748; curr fn: 66191; curr tn: 1561430; precision of pattern: 0.875; tp, abs. recall of pattern: 54; pattern: _OTOKEN_flawless; pattern type: l0
len(selected_patterns):319; curr precision: 0.9608; curr recall: 0.394; curr f1: 0.5589; curr tp: 43010; curr fp: 1756; curr fn: 66141; curr tn: 1561422; precision of pattern: 0.875; tp, abs. recall of pattern: 50; pattern: _OTOKEN_cute; pattern type: l0
len(selected_patterns):320; curr precision: 0.9607; curr recall: 0.3945; curr f1: 0.5593; curr tp: 43057; curr fp: 1762; curr fn: 66094; curr tn: 1561416; precision of pattern: 0.875; tp, abs. recall of pattern: 47; pattern: _OTOKEN_thrilled; pattern type: l0
len(selected_patterns):321; curr precision: 0.9606; curr recall: 0.3949; curr f1: 0.5597; curr tp: 43101; curr fp: 1766; curr fn: 66050; curr tn: 1561412; precision of pattern: 0.8824; tp, abs. recall of pattern: 44; pattern: _OTOKEN_tough; pattern type: l0
len(selected_patterns):322; curr precision: 0.9606; curr recall: 0.3951; curr f1: 0.5599; curr tp: 43126; curr fp: 1768; curr fn: 66025; curr tn: 1561410; precision of pattern: 0.875; tp, abs. recall of pattern: 25; pattern: _OTOKEN_disappoint; pattern type: l0
len(selected_patterns):323; curr precision: 0.9606; curr recall: 0.3952; curr f1: 0.56; curr tp: 43140; curr fp: 1771; curr fn: 66011; curr tn: 1561407; precision of pattern: 0.875; tp, abs. recall of pattern: 14; pattern: _OTOKEN_readable; pattern type: l0
len(selected_patterns):324; curr precision: 0.9595; curr recall: 0.3966; curr f1: 0.5612; curr tp: 43292; curr fp: 1827; curr fn: 65859; curr tn: 1561351; precision of pattern: 0.8654; tp, abs. recall of pattern: 152; pattern: _OTOKEN_properly; pattern type: l0
len(selected_patterns):325; curr precision: 0.9593; curr recall: 0.3971; curr f1: 0.5617; curr tp: 43340; curr fp: 1838; curr fn: 65811; curr tn: 1561340; precision of pattern: 0.8667; tp, abs. recall of pattern: 48; pattern: _OTOKEN_stupid; pattern type: l0
len(selected_patterns):326; curr precision: 0.9591; curr recall: 0.3975; curr f1: 0.5621; curr tp: 43387; curr fp: 1850; curr fn: 65764; curr tn: 1561328; precision of pattern: 0.8667; tp, abs. recall of pattern: 47; pattern: _OTOKEN_shame; pattern type: l0
len(selected_patterns):327; curr precision: 0.9571; curr recall: 0.4052; curr f1: 0.5694; curr tp: 44230; curr fp: 1983; curr fn: 64921; curr tn: 1561195; precision of pattern: 0.8642; tp, abs. recall of pattern: 843; pattern: _OTOKEN_happy; pattern type: l0
len(selected_patterns):328; curr precision: 0.9568; curr recall: 0.4069; curr f1: 0.571; curr tp: 44418; curr fp: 2004; curr fn: 64733; curr tn: 1561174; precision of pattern: 0.8571; tp, abs. recall of pattern: 188; pattern: _OTOKEN_sleek; pattern type: l0
len(selected_patterns):329; curr precision: 0.9566; curr recall: 0.4075; curr f1: 0.5715; curr tp: 44478; curr fp: 2016; curr fn: 64673; curr tn: 1561162; precision of pattern: 0.8571; tp, abs. recall of pattern: 60; pattern: _OTOKEN_pleasure; pattern type: l0
len(selected_patterns):330; curr precision: 0.9565; curr recall: 0.408; curr f1: 0.572; curr tp: 44531; curr fp: 2023; curr fn: 64620; curr tn: 1561155; precision of pattern: 0.8571; tp, abs. recall of pattern: 53; pattern: _OTOKEN_crappy; pattern type: l0
len(selected_patterns):331; curr precision: 0.9564; curr recall: 0.4084; curr f1: 0.5724; curr tp: 44581; curr fp: 2030; curr fn: 64570; curr tn: 1561148; precision of pattern: 0.8571; tp, abs. recall of pattern: 50; pattern: _OTOKEN_silent; pattern type: l0
len(selected_patterns):332; curr precision: 0.9565; curr recall: 0.4088; curr f1: 0.5727; curr tp: 44616; curr fp: 2030; curr fn: 64535; curr tn: 1561148; precision of pattern: 0.8571; tp, abs. recall of pattern: 35; pattern: _OTOKEN_fragile; pattern type: l0
len(selected_patterns):333; curr precision: 0.9557; curr recall: 0.4091; curr f1: 0.5729; curr tp: 44651; curr fp: 2072; curr fn: 64500; curr tn: 1561106; precision of pattern: 0.8571; tp, abs. recall of pattern: 35; pattern: _OTOKEN_secure; pattern type: l0
len(selected_patterns):334; curr precision: 0.9556; curr recall: 0.4094; curr f1: 0.5732; curr tp: 44682; curr fp: 2074; curr fn: 64469; curr tn: 1561104; precision of pattern: 0.8571; tp, abs. recall of pattern: 31; pattern: _OTOKEN_easiest; pattern type: l0
len(selected_patterns):335; curr precision: 0.9555; curr recall: 0.4096; curr f1: 0.5734; curr tp: 44713; curr fp: 2080; curr fn: 64438; curr tn: 1561098; precision of pattern: 0.8571; tp, abs. recall of pattern: 31; pattern: _OTOKEN_hated; pattern type: l0
len(selected_patterns):336; curr precision: 0.9555; curr recall: 0.4099; curr f1: 0.5737; curr tp: 44740; curr fp: 2085; curr fn: 64411; curr tn: 1561093; precision of pattern: 0.8571; tp, abs. recall of pattern: 27; pattern: _OTOKEN_cumbersome; pattern type: l0
len(selected_patterns):337; curr precision: 0.9553; curr recall: 0.4101; curr f1: 0.5739; curr tp: 44764; curr fp: 2095; curr fn: 64387; curr tn: 1561083; precision of pattern: 0.8571; tp, abs. recall of pattern: 24; pattern: _OTOKEN_prone; pattern type: l0
len(selected_patterns):338; curr precision: 0.9553; curr recall: 0.4103; curr f1: 0.574; curr tp: 44785; curr fp: 2097; curr fn: 64366; curr tn: 1561081; precision of pattern: 0.8571; tp, abs. recall of pattern: 21; pattern: _OTOKEN_bummer; pattern type: l0
len(selected_patterns):339; curr precision: 0.9552; curr recall: 0.4105; curr f1: 0.5742; curr tp: 44804; curr fp: 2103; curr fn: 64347; curr tn: 1561075; precision of pattern: 0.8571; tp, abs. recall of pattern: 19; pattern: _OTOKEN_mixed; pattern type: l0
len(selected_patterns):340; curr precision: 0.9552; curr recall: 0.4106; curr f1: 0.5743; curr tp: 44820; curr fp: 2103; curr fn: 64331; curr tn: 1561075; precision of pattern: 0.8571; tp, abs. recall of pattern: 16; pattern: _OTOKEN_competitive; pattern type: l0
len(selected_patterns):341; curr precision: 0.9552; curr recall: 0.4107; curr f1: 0.5744; curr tp: 44831; curr fp: 2105; curr fn: 64320; curr tn: 1561073; precision of pattern: 0.8571; tp, abs. recall of pattern: 11; pattern: _OTOKEN_unusual; pattern type: l0
len(selected_patterns):342; curr precision: 0.9551; curr recall: 0.4108; curr f1: 0.5745; curr tp: 44841; curr fp: 2107; curr fn: 64310; curr tn: 1561071; precision of pattern: 0.8571; tp, abs. recall of pattern: 10; pattern: _OTOKEN_annoyances; pattern type: l0
len(selected_patterns):343; curr precision: 0.9506; curr recall: 0.4299; curr f1: 0.592; curr tp: 46924; curr fp: 2441; curr fn: 62227; curr tn: 1560737; precision of pattern: 0.855; tp, abs. recall of pattern: 2083; pattern: _OTOKEN_love; pattern type: l0
len(selected_patterns):344; curr precision: 0.95; curr recall: 0.4333; curr f1: 0.5951; curr tp: 47293; curr fp: 2488; curr fn: 61858; curr tn: 1560690; precision of pattern: 0.8485; tp, abs. recall of pattern: 369; pattern: _OTOKEN_cool; pattern type: l0
len(selected_patterns):345; curr precision: 0.9497; curr recall: 0.4364; curr f1: 0.598; curr tp: 47633; curr fp: 2522; curr fn: 61518; curr tn: 1560656; precision of pattern: 0.8511; tp, abs. recall of pattern: 340; pattern: _OTOKEN_perfectly; pattern type: l0
len(selected_patterns):346; curr precision: 0.9496; curr recall: 0.4378; curr f1: 0.5993; curr tp: 47783; curr fp: 2538; curr fn: 61368; curr tn: 1560640; precision of pattern: 0.8529; tp, abs. recall of pattern: 150; pattern: _OTOKEN_missing; pattern type: l0
len(selected_patterns):347; curr precision: 0.9491; curr recall: 0.4389; curr f1: 0.6002; curr tp: 47902; curr fp: 2570; curr fn: 61249; curr tn: 1560608; precision of pattern: 0.8529; tp, abs. recall of pattern: 119; pattern: _OTOKEN_lighter; pattern type: l0
len(selected_patterns):348; curr precision: 0.9489; curr recall: 0.4396; curr f1: 0.6008; curr tp: 47982; curr fp: 2583; curr fn: 61169; curr tn: 1560595; precision of pattern: 0.8462; tp, abs. recall of pattern: 80; pattern: _OTOKEN_unable; pattern type: l0
len(selected_patterns):349; curr precision: 0.9488; curr recall: 0.4403; curr f1: 0.6015; curr tp: 48057; curr fp: 2593; curr fn: 61094; curr tn: 1560585; precision of pattern: 0.8462; tp, abs. recall of pattern: 75; pattern: _OTOKEN_disappointment; pattern type: l0
len(selected_patterns):350; curr precision: 0.9488; curr recall: 0.4405; curr f1: 0.6017; curr tp: 48081; curr fp: 2596; curr fn: 61070; curr tn: 1560582; precision of pattern: 0.8462; tp, abs. recall of pattern: 24; pattern: _OTOKEN_timely; pattern type: l0
len(selected_patterns):351; curr precision: 0.9479; curr recall: 0.4449; curr f1: 0.6055; curr tp: 48558; curr fp: 2670; curr fn: 60593; curr tn: 1560508; precision of pattern: 0.843; tp, abs. recall of pattern: 477; pattern: _OTOKEN_solid; pattern type: l0
