len(selected_patterns):1; curr precision: 1.0; curr recall: 0.0195; curr f1: 0.0383; curr tp: 2387; curr fp: 0; curr fn: 119860; curr tn: 1385277; precision of pattern: 1.0; tp, abs. recall of pattern: 2387; pattern: _OTOKEN_delicious; pattern type: l0
len(selected_patterns):294; curr precision: 0.9716; curr recall: 0.1627; curr f1: 0.2787; curr tp: 19888; curr fp: 582; curr fn: 102359; curr tn: 1384695; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_top-notch; pattern type: l0
len(selected_patterns):295; curr precision: 0.9714; curr recall: 0.1628; curr f1: 0.2788; curr tp: 19899; curr fp: 585; curr fn: 102348; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_stringy; pattern type: l0
len(selected_patterns):296; curr precision: 0.9715; curr recall: 0.1629; curr f1: 0.279; curr tp: 19910; curr fp: 585; curr fn: 102337; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_unnecessary; pattern type: l0
len(selected_patterns):297; curr precision: 0.9715; curr recall: 0.163; curr f1: 0.2791; curr tp: 19921; curr fp: 585; curr fn: 102326; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_potent; pattern type: l0
len(selected_patterns):298; curr precision: 0.9715; curr recall: 0.163; curr f1: 0.2792; curr tp: 19932; curr fp: 585; curr fn: 102315; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_tastiest; pattern type: l0
len(selected_patterns):299; curr precision: 0.9715; curr recall: 0.1631; curr f1: 0.2794; curr tp: 19943; curr fp: 585; curr fn: 102304; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_bold; pattern type: l0
len(selected_patterns):300; curr precision: 0.9715; curr recall: 0.1632; curr f1: 0.2795; curr tp: 19954; curr fp: 585; curr fn: 102293; curr tn: 1384692; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_slimy; pattern type: l0
len(selected_patterns):301; curr precision: 0.9715; curr recall: 0.1633; curr f1: 0.2796; curr tp: 19965; curr fp: 586; curr fn: 102282; curr tn: 1384691; precision of pattern: 1.0; tp, abs. recall of pattern: 11; pattern: _OTOKEN_heavier; pattern type: l0
len(selected_patterns):302; curr precision: 0.9715; curr recall: 0.1634; curr f1: 0.2797; curr tp: 19975; curr fp: 586; curr fn: 102272; curr tn: 1384691; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_palatable; pattern type: l0
len(selected_patterns):303; curr precision: 0.9714; curr recall: 0.1635; curr f1: 0.2799; curr tp: 19985; curr fp: 588; curr fn: 102262; curr tn: 1384689; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_disgusted; pattern type: l0
len(selected_patterns):304; curr precision: 0.9714; curr recall: 0.1636; curr f1: 0.28; curr tp: 19995; curr fp: 589; curr fn: 102252; curr tn: 1384688; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_lengthy; pattern type: l0
len(selected_patterns):305; curr precision: 0.9714; curr recall: 0.1636; curr f1: 0.2801; curr tp: 20005; curr fp: 589; curr fn: 102242; curr tn: 1384688; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_awesomeness; pattern type: l0
len(selected_patterns):306; curr precision: 0.9714; curr recall: 0.1637; curr f1: 0.2802; curr tp: 20015; curr fp: 589; curr fn: 102232; curr tn: 1384688; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_mouthwatering; pattern type: l0
len(selected_patterns):307; curr precision: 0.9714; curr recall: 0.1638; curr f1: 0.2803; curr tp: 20025; curr fp: 589; curr fn: 102222; curr tn: 1384688; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_shabby; pattern type: l0
len(selected_patterns):308; curr precision: 0.9713; curr recall: 0.1639; curr f1: 0.2805; curr tp: 20035; curr fp: 591; curr fn: 102212; curr tn: 1384686; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_moderately; pattern type: l0
len(selected_patterns):309; curr precision: 0.9713; curr recall: 0.164; curr f1: 0.2806; curr tp: 20045; curr fp: 592; curr fn: 102202; curr tn: 1384685; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_respectable; pattern type: l0
len(selected_patterns):310; curr precision: 0.9713; curr recall: 0.1641; curr f1: 0.2807; curr tp: 20055; curr fp: 593; curr fn: 102192; curr tn: 1384684; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_heaping; pattern type: l0
len(selected_patterns):311; curr precision: 0.9712; curr recall: 0.1641; curr f1: 0.2808; curr tp: 20065; curr fp: 594; curr fn: 102182; curr tn: 1384683; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_vary; pattern type: l0
len(selected_patterns):312; curr precision: 0.9713; curr recall: 0.1642; curr f1: 0.2809; curr tp: 20075; curr fp: 594; curr fn: 102172; curr tn: 1384683; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_disorganized; pattern type: l0
len(selected_patterns):313; curr precision: 0.9713; curr recall: 0.1643; curr f1: 0.2811; curr tp: 20085; curr fp: 594; curr fn: 102162; curr tn: 1384683; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_grainy; pattern type: l0
len(selected_patterns):314; curr precision: 0.9712; curr recall: 0.1644; curr f1: 0.2812; curr tp: 20095; curr fp: 595; curr fn: 102152; curr tn: 1384682; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_endless; pattern type: l0
len(selected_patterns):315; curr precision: 0.9713; curr recall: 0.1645; curr f1: 0.2813; curr tp: 20105; curr fp: 595; curr fn: 102142; curr tn: 1384682; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_nostalgic; pattern type: l0
len(selected_patterns):316; curr precision: 0.9713; curr recall: 0.1645; curr f1: 0.2814; curr tp: 20115; curr fp: 595; curr fn: 102132; curr tn: 1384682; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_grumpy; pattern type: l0
len(selected_patterns):317; curr precision: 0.9713; curr recall: 0.1646; curr f1: 0.2815; curr tp: 20125; curr fp: 595; curr fn: 102122; curr tn: 1384682; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_intense; pattern type: l0
len(selected_patterns):318; curr precision: 0.9713; curr recall: 0.1647; curr f1: 0.2817; curr tp: 20135; curr fp: 595; curr fn: 102112; curr tn: 1384682; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_energetic; pattern type: l0
len(selected_patterns):319; curr precision: 0.9713; curr recall: 0.1648; curr f1: 0.2818; curr tp: 20145; curr fp: 596; curr fn: 102102; curr tn: 1384681; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_thoughtful; pattern type: l0
len(selected_patterns):320; curr precision: 0.9711; curr recall: 0.1649; curr f1: 0.2819; curr tp: 20155; curr fp: 599; curr fn: 102092; curr tn: 1384678; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_processed; pattern type: l0
len(selected_patterns):321; curr precision: 0.9712; curr recall: 0.165; curr f1: 0.282; curr tp: 20165; curr fp: 599; curr fn: 102082; curr tn: 1384678; precision of pattern: 1.0; tp, abs. recall of pattern: 10; pattern: _OTOKEN_smallish; pattern type: l0
len(selected_patterns):322; curr precision: 0.9718; curr recall: 0.1699; curr f1: 0.2893; curr tp: 20774; curr fp: 603; curr fn: 101473; curr tn: 1384674; precision of pattern: 0.9924; tp, abs. recall of pattern: 609; pattern: _OTOKEN_decent; pattern type: l0
len(selected_patterns):323; curr precision: 0.9723; curr recall: 0.1737; curr f1: 0.2947; curr tp: 21232; curr fp: 604; curr fn: 101015; curr tn: 1384673; precision of pattern: 0.9919; tp, abs. recall of pattern: 458; pattern: _OTOKEN_wonderful; pattern type: l0
len(selected_patterns):324; curr precision: 0.9727; curr recall: 0.1771; curr f1: 0.2996; curr tp: 21645; curr fp: 608; curr fn: 100602; curr tn: 1384669; precision of pattern: 0.9889; tp, abs. recall of pattern: 413; pattern: _OTOKEN_slow; pattern type: l0
len(selected_patterns):325; curr precision: 0.9722; curr recall: 0.2391; curr f1: 0.3838; curr tp: 29231; curr fp: 837; curr fn: 93016; curr tn: 1384440; precision of pattern: 0.9779; tp, abs. recall of pattern: 7586; pattern: _OTOKEN_good; pattern type: l0
len(selected_patterns):326; curr precision: 0.9746; curr recall: 0.2844; curr f1: 0.4403; curr tp: 34769; curr fp: 906; curr fn: 87478; curr tn: 1384371; precision of pattern: 0.9847; tp, abs. recall of pattern: 5538; pattern: _OTOKEN_great; pattern type: l0
len(selected_patterns):327; curr precision: 0.9747; curr recall: 0.2976; curr f1: 0.456; curr tp: 36386; curr fp: 946; curr fn: 85861; curr tn: 1384331; precision of pattern: 0.9782; tp, abs. recall of pattern: 1617; pattern: _OTOKEN_friendly; pattern type: l0
len(selected_patterns):328; curr precision: 0.9742; curr recall: 0.3039; curr f1: 0.4633; curr tp: 37152; curr fp: 983; curr fn: 85095; curr tn: 1384294; precision of pattern: 0.9801; tp, abs. recall of pattern: 766; pattern: _OTOKEN_perfect; pattern type: l0
len(selected_patterns):329; curr precision: 0.9744; curr recall: 0.3093; curr f1: 0.4695; curr tp: 37809; curr fp: 995; curr fn: 84438; curr tn: 1384282; precision of pattern: 0.9845; tp, abs. recall of pattern: 657; pattern: _OTOKEN_loved; pattern type: l0
len(selected_patterns):330; curr precision: 0.9743; curr recall: 0.3114; curr f1: 0.472; curr tp: 38068; curr fp: 1003; curr fn: 84179; curr tn: 1384274; precision of pattern: 0.9811; tp, abs. recall of pattern: 259; pattern: _OTOKEN_salty; pattern type: l0
len(selected_patterns):331; curr precision: 0.9744; curr recall: 0.3134; curr f1: 0.4742; curr tp: 38311; curr fp: 1008; curr fn: 83936; curr tn: 1384269; precision of pattern: 0.9818; tp, abs. recall of pattern: 243; pattern: _OTOKEN_interesting; pattern type: l0
len(selected_patterns):332; curr precision: 0.9745; curr recall: 0.3154; curr f1: 0.4765; curr tp: 38552; curr fp: 1008; curr fn: 83695; curr tn: 1384269; precision of pattern: 0.9828; tp, abs. recall of pattern: 241; pattern: _OTOKEN_pricey; pattern type: l0
len(selected_patterns):333; curr precision: 0.9746; curr recall: 0.3173; curr f1: 0.4788; curr tp: 38792; curr fp: 1011; curr fn: 83455; curr tn: 1384266; precision of pattern: 0.9815; tp, abs. recall of pattern: 240; pattern: _OTOKEN_horrible; pattern type: l0
len(selected_patterns):334; curr precision: 0.9745; curr recall: 0.3188; curr f1: 0.4805; curr tp: 38974; curr fp: 1018; curr fn: 83273; curr tn: 1384259; precision of pattern: 0.9767; tp, abs. recall of pattern: 182; pattern: _OTOKEN_lovely; pattern type: l0
len(selected_patterns):335; curr precision: 0.9742; curr recall: 0.3222; curr f1: 0.4843; curr tp: 39391; curr fp: 1042; curr fn: 82856; curr tn: 1384235; precision of pattern: 0.9725; tp, abs. recall of pattern: 417; pattern: _OTOKEN_perfectly; pattern type: l0
len(selected_patterns):336; curr precision: 0.9743; curr recall: 0.3243; curr f1: 0.4866; curr tp: 39639; curr fp: 1046; curr fn: 82608; curr tn: 1384231; precision of pattern: 0.9667; tp, abs. recall of pattern: 248; pattern: _OTOKEN_pleasant; pattern type: l0
len(selected_patterns):337; curr precision: 0.974; curr recall: 0.3255; curr f1: 0.488; curr tp: 39793; curr fp: 1061; curr fn: 82454; curr tn: 1384216; precision of pattern: 0.9688; tp, abs. recall of pattern: 154; pattern: _OTOKEN_weird; pattern type: l0
len(selected_patterns):338; curr precision: 0.9739; curr recall: 0.3267; curr f1: 0.4892; curr tp: 39934; curr fp: 1071; curr fn: 82313; curr tn: 1384206; precision of pattern: 0.9677; tp, abs. recall of pattern: 141; pattern: _OTOKEN_rich; pattern type: l0
len(selected_patterns):339; curr precision: 0.9739; curr recall: 0.3278; curr f1: 0.4905; curr tp: 40071; curr fp: 1073; curr fn: 82176; curr tn: 1384204; precision of pattern: 0.9655; tp, abs. recall of pattern: 137; pattern: _OTOKEN_strong; pattern type: l0
len(selected_patterns):340; curr precision: 0.974; curr recall: 0.3288; curr f1: 0.4917; curr tp: 40199; curr fp: 1075; curr fn: 82048; curr tn: 1384202; precision of pattern: 0.9667; tp, abs. recall of pattern: 128; pattern: _OTOKEN_fabulous; pattern type: l0
len(selected_patterns):341; curr precision: 0.9739; curr recall: 0.3298; curr f1: 0.4927; curr tp: 40311; curr fp: 1080; curr fn: 81936; curr tn: 1384197; precision of pattern: 0.9655; tp, abs. recall of pattern: 112; pattern: _OTOKEN_welcoming; pattern type: l0
len(selected_patterns):342; curr precision: 0.9738; curr recall: 0.3303; curr f1: 0.4933; curr tp: 40382; curr fp: 1086; curr fn: 81865; curr tn: 1384191; precision of pattern: 0.9655; tp, abs. recall of pattern: 71; pattern: _OTOKEN_ridiculous; pattern type: l0
len(selected_patterns):343; curr precision: 0.9735; curr recall: 0.3488; curr f1: 0.5135; curr tp: 42634; curr fp: 1159; curr fn: 79613; curr tn: 1384118; precision of pattern: 0.959; tp, abs. recall of pattern: 2252; pattern: _OTOKEN_nice; pattern type: l0
len(selected_patterns):344; curr precision: 0.973; curr recall: 0.36; curr f1: 0.5256; curr tp: 44015; curr fp: 1223; curr fn: 78232; curr tn: 1384054; precision of pattern: 0.9643; tp, abs. recall of pattern: 1381; pattern: _OTOKEN_fresh; pattern type: l0
len(selected_patterns):345; curr precision: 0.9731; curr recall: 0.3646; curr f1: 0.5305; curr tp: 44576; curr fp: 1230; curr fn: 77671; curr tn: 1384047; precision of pattern: 0.9565; tp, abs. recall of pattern: 561; pattern: _OTOKEN_enjoyed; pattern type: l0
len(selected_patterns):346; curr precision: 0.9732; curr recall: 0.3666; curr f1: 0.5326; curr tp: 44821; curr fp: 1236; curr fn: 77426; curr tn: 1384041; precision of pattern: 0.9583; tp, abs. recall of pattern: 245; pattern: _OTOKEN_unique; pattern type: l0
len(selected_patterns):347; curr precision: 0.973; curr recall: 0.3679; curr f1: 0.534; curr tp: 44979; curr fp: 1249; curr fn: 77268; curr tn: 1384028; precision of pattern: 0.9556; tp, abs. recall of pattern: 158; pattern: _OTOKEN_cozy; pattern type: l0
len(selected_patterns):348; curr precision: 0.973; curr recall: 0.3687; curr f1: 0.5348; curr tp: 45077; curr fp: 1250; curr fn: 77170; curr tn: 1384027; precision of pattern: 0.9583; tp, abs. recall of pattern: 98; pattern: _OTOKEN_accommodating; pattern type: l0
len(selected_patterns):349; curr precision: 0.9729; curr recall: 0.3695; curr f1: 0.5356; curr tp: 45172; curr fp: 1258; curr fn: 77075; curr tn: 1384019; precision of pattern: 0.9643; tp, abs. recall of pattern: 95; pattern: _OTOKEN_crunchy; pattern type: l0
len(selected_patterns):350; curr precision: 0.9726; curr recall: 0.3702; curr f1: 0.5363; curr tp: 45260; curr fp: 1277; curr fn: 76987; curr tn: 1384000; precision of pattern: 0.963; tp, abs. recall of pattern: 88; pattern: _OTOKEN_disappointment; pattern type: l0
len(selected_patterns):351; curr precision: 0.9724; curr recall: 0.3709; curr f1: 0.5369; curr tp: 45336; curr fp: 1289; curr fn: 76911; curr tn: 1383988; precision of pattern: 0.9583; tp, abs. recall of pattern: 76; pattern: _OTOKEN_pleased; pattern type: l0
len(selected_patterns):352; curr precision: 0.9723; curr recall: 0.3714; curr f1: 0.5375; curr tp: 45405; curr fp: 1295; curr fn: 76842; curr tn: 1383982; precision of pattern: 0.9583; tp, abs. recall of pattern: 69; pattern: _OTOKEN_appreciated; pattern type: l0
len(selected_patterns):353; curr precision: 0.9716; curr recall: 0.375; curr f1: 0.5412; curr tp: 45844; curr fp: 1340; curr fn: 76403; curr tn: 1383937; precision of pattern: 0.9453; tp, abs. recall of pattern: 439; pattern: _OTOKEN_fun; pattern type: l0
len(selected_patterns):354; curr precision: 0.9706; curr recall: 0.3777; curr f1: 0.5438; curr tp: 46170; curr fp: 1397; curr fn: 76077; curr tn: 1383880; precision of pattern: 0.9494; tp, abs. recall of pattern: 326; pattern: _OTOKEN_crispy; pattern type: l0
len(selected_patterns):355; curr precision: 0.9707; curr recall: 0.3786; curr f1: 0.5448; curr tp: 46285; curr fp: 1398; curr fn: 75962; curr tn: 1383879; precision of pattern: 0.9474; tp, abs. recall of pattern: 115; pattern: _OTOKEN_moist; pattern type: l0
len(selected_patterns):356; curr precision: 0.9704; curr recall: 0.3794; curr f1: 0.5456; curr tp: 46386; curr fp: 1413; curr fn: 75861; curr tn: 1383864; precision of pattern: 0.9524; tp, abs. recall of pattern: 101; pattern: _OTOKEN_notch; pattern type: l0
len(selected_patterns):357; curr precision: 0.9705; curr recall: 0.38; curr f1: 0.5461; curr tp: 46452; curr fp: 1413; curr fn: 75795; curr tn: 1383864; precision of pattern: 0.9545; tp, abs. recall of pattern: 66; pattern: _OTOKEN_enjoyable; pattern type: l0
len(selected_patterns):358; curr precision: 0.9705; curr recall: 0.3832; curr f1: 0.5495; curr tp: 46848; curr fp: 1422; curr fn: 75399; curr tn: 1383855; precision of pattern: 0.9355; tp, abs. recall of pattern: 396; pattern: _OTOKEN_authentic; pattern type: l0
len(selected_patterns):359; curr precision: 0.97; curr recall: 0.3853; curr f1: 0.5515; curr tp: 47100; curr fp: 1457; curr fn: 75147; curr tn: 1383820; precision of pattern: 0.9437; tp, abs. recall of pattern: 252; pattern: _OTOKEN_tender; pattern type: l0
len(selected_patterns):360; curr precision: 0.9699; curr recall: 0.3871; curr f1: 0.5533; curr tp: 47319; curr fp: 1468; curr fn: 74928; curr tn: 1383809; precision of pattern: 0.9423; tp, abs. recall of pattern: 219; pattern: _OTOKEN_solid; pattern type: l0
len(selected_patterns):361; curr precision: 0.9699; curr recall: 0.3888; curr f1: 0.555; curr tp: 47526; curr fp: 1477; curr fn: 74721; curr tn: 1383800; precision of pattern: 0.9412; tp, abs. recall of pattern: 207; pattern: _OTOKEN_cute; pattern type: l0
len(selected_patterns):362; curr precision: 0.9699; curr recall: 0.3902; curr f1: 0.5565; curr tp: 47696; curr fp: 1482; curr fn: 74551; curr tn: 1383795; precision of pattern: 0.9375; tp, abs. recall of pattern: 170; pattern: _OTOKEN_juicy; pattern type: l0
