len(selected_patterns):1; curr precision: 0.9945; curr recall: 0.014; curr f1: 0.0276; curr tp: 2157; curr fp: 12; curr fn: 152008; curr tn: 1353347; precision of pattern: 0.9959; tp, abs. recall of pattern: 2157; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):865; curr precision: 0.9432; curr recall: 0.2723; curr f1: 0.4226; curr tp: 41984; curr fp: 2527; curr fn: 112181; curr tn: 1350832; precision of pattern: 1.0; tp, abs. recall of pattern: 38; pattern: ('DEP_nsubj', 'TOKEN_great', '_ATOKEN_staff'); pattern type: l1
len(selected_patterns):866; curr precision: 0.9432; curr recall: 0.2724; curr f1: 0.4227; curr tp: 41992; curr fp: 2529; curr fn: 112173; curr tn: 1350830; precision of pattern: 1.0; tp, abs. recall of pattern: 38; pattern: ('DEP_nmod:poss', '_ATOKEN_rolls', 'WORD'); pattern type: l1
len(selected_patterns):867; curr precision: 0.9432; curr recall: 0.2724; curr f1: 0.4228; curr tp: 42000; curr fp: 2529; curr fn: 112165; curr tn: 1350830; precision of pattern: 1.0; tp, abs. recall of pattern: 38; pattern: ('DEP_nsubj', 'TOKEN_worth', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):868; curr precision: 0.9432; curr recall: 0.2724; curr f1: 0.4228; curr tp: 42001; curr fp: 2530; curr fn: 112164; curr tn: 1350829; precision of pattern: 1.0; tp, abs. recall of pattern: 38; pattern: ('PROX_near2', '_ATOKEN_salad', 'TOKEN_was'); pattern type: l1
len(selected_patterns):869; curr precision: 0.9432; curr recall: 0.2727; curr f1: 0.4231; curr tp: 42038; curr fp: 2531; curr fn: 112127; curr tn: 1350828; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: _ATOKEN_lasagna; pattern type: l0
len(selected_patterns):870; curr precision: 0.9433; curr recall: 0.2729; curr f1: 0.4233; curr tp: 42074; curr fp: 2531; curr fn: 112091; curr tn: 1350828; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: _ATOKEN_carnitas; pattern type: l0
len(selected_patterns):871; curr precision: 0.9433; curr recall: 0.2729; curr f1: 0.4234; curr tp: 42075; curr fp: 2531; curr fn: 112090; curr tn: 1350828; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_nsubj', 'WORD', '_ATOKEN_oysters'); pattern type: l1
len(selected_patterns):872; curr precision: 0.9433; curr recall: 0.273; curr f1: 0.4234; curr tp: 42083; curr fp: 2531; curr fn: 112082; curr tn: 1350828; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('COREF_coref', '_ATOKEN_sushi', 'TOKEN_it'); pattern type: l1
len(selected_patterns):873; curr precision: 0.9433; curr recall: 0.273; curr f1: 0.4234; curr tp: 42085; curr fp: 2531; curr fn: 112080; curr tn: 1350828; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_advmod', '_ATOKEN_atmosphere', 'WORD'); pattern type: l1
len(selected_patterns):874; curr precision: 0.9432; curr recall: 0.2732; curr f1: 0.4237; curr tp: 42121; curr fp: 2535; curr fn: 112044; curr tn: 1350824; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_spaghetti'); pattern type: l1
len(selected_patterns):875; curr precision: 0.943; curr recall: 0.2734; curr f1: 0.4239; curr tp: 42153; curr fp: 2546; curr fn: 112012; curr tn: 1350813; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg1', 'TOKEN_ordered', '_ATOKEN_sauce'); pattern type: l1
len(selected_patterns):876; curr precision: 0.9431; curr recall: 0.2737; curr f1: 0.4242; curr tp: 42190; curr fp: 2547; curr fn: 111975; curr tn: 1350812; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg1', 'TOKEN_was', '_ATOKEN_hostess'); pattern type: l1
len(selected_patterns):877; curr precision: 0.9431; curr recall: 0.2738; curr f1: 0.4244; curr tp: 42217; curr fp: 2549; curr fn: 111948; curr tn: 1350810; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('COREF_coref', '_ATOKEN_chocolate', 'WORD'); pattern type: l1
len(selected_patterns):878; curr precision: 0.943; curr recall: 0.2741; curr f1: 0.4247; curr tp: 42251; curr fp: 2552; curr fn: 111914; curr tn: 1350807; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_none', 'WORD', '_ATOKEN_seating'); pattern type: l1
len(selected_patterns):879; curr precision: 0.9431; curr recall: 0.2741; curr f1: 0.4248; curr tp: 42260; curr fp: 2552; curr fn: 111905; curr tn: 1350807; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', 'TOKEN_greek', '_ATOKEN_salad'); pattern type: l1
len(selected_patterns):880; curr precision: 0.9431; curr recall: 0.2741; curr f1: 0.4248; curr tp: 42261; curr fp: 2552; curr fn: 111904; curr tn: 1350807; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', '_ATOKEN_food', 'TOKEN_awesome'); pattern type: l1
len(selected_patterns):881; curr precision: 0.9431; curr recall: 0.2741; curr f1: 0.4248; curr tp: 42263; curr fp: 2552; curr fn: 111902; curr tn: 1350807; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', '_ATOKEN_pork', 'TOKEN_was'); pattern type: l1
len(selected_patterns):882; curr precision: 0.9428; curr recall: 0.2744; curr f1: 0.4251; curr tp: 42300; curr fp: 2565; curr fn: 111865; curr tn: 1350794; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_punct', '_ATOKEN_meal', 'TOKEN_,'); pattern type: l1
len(selected_patterns):883; curr precision: 0.9428; curr recall: 0.2745; curr f1: 0.4252; curr tp: 42317; curr fp: 2568; curr fn: 111848; curr tn: 1350791; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', 'TOKEN_,', '_ATOKEN_pizza'); pattern type: l1
len(selected_patterns):884; curr precision: 0.9428; curr recall: 0.2747; curr f1: 0.4255; curr tp: 42354; curr fp: 2571; curr fn: 111811; curr tn: 1350788; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_amod', 'WORD', '_ATOKEN_seared'); pattern type: l1
len(selected_patterns):885; curr precision: 0.9428; curr recall: 0.2748; curr f1: 0.4256; curr tp: 42371; curr fp: 2573; curr fn: 111794; curr tn: 1350786; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_case', '_ATOKEN_sushi', 'TOKEN_for'); pattern type: l1
len(selected_patterns):886; curr precision: 0.9428; curr recall: 0.2749; curr f1: 0.4257; curr tp: 42377; curr fp: 2573; curr fn: 111788; curr tn: 1350786; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg1', 'TOKEN_are', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):887; curr precision: 0.9428; curr recall: 0.2749; curr f1: 0.4257; curr tp: 42379; curr fp: 2573; curr fn: 111786; curr tn: 1350786; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_nmod', 'WORD', '_ATOKEN_atmosphere'); pattern type: l1
len(selected_patterns):888; curr precision: 0.9428; curr recall: 0.2749; curr f1: 0.4257; curr tp: 42386; curr fp: 2573; curr fn: 111779; curr tn: 1350786; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_compound', '_AWORD', 'TOKEN_ahi'); pattern type: l1
len(selected_patterns):889; curr precision: 0.9428; curr recall: 0.2751; curr f1: 0.4259; curr tp: 42412; curr fp: 2574; curr fn: 111753; curr tn: 1350785; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', '_ATOKEN_burger', 'TOKEN_('); pattern type: l1
len(selected_patterns):890; curr precision: 0.9428; curr recall: 0.2751; curr f1: 0.4259; curr tp: 42414; curr fp: 2574; curr fn: 111751; curr tn: 1350785; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_belly'); pattern type: l1
len(selected_patterns):891; curr precision: 0.9428; curr recall: 0.2753; curr f1: 0.4262; curr tp: 42447; curr fp: 2577; curr fn: 111718; curr tn: 1350782; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_amod', '_ATOKEN_interior', 'WORD'); pattern type: l1
len(selected_patterns):892; curr precision: 0.9428; curr recall: 0.2755; curr f1: 0.4263; curr tp: 42465; curr fp: 2578; curr fn: 111700; curr tn: 1350781; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', '_ATOKEN_crab', 'TOKEN_cakes'); pattern type: l1
len(selected_patterns):893; curr precision: 0.9428; curr recall: 0.2755; curr f1: 0.4264; curr tp: 42479; curr fp: 2579; curr fn: 111686; curr tn: 1350780; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg0', 'WORD', '_ATOKEN_pork'); pattern type: l1
len(selected_patterns):894; curr precision: 0.9427; curr recall: 0.2757; curr f1: 0.4266; curr tp: 42500; curr fp: 2585; curr fn: 111665; curr tn: 1350774; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg2', 'WORD', '_ATOKEN_mac'); pattern type: l1
len(selected_patterns):895; curr precision: 0.9427; curr recall: 0.2757; curr f1: 0.4267; curr tp: 42509; curr fp: 2585; curr fn: 111656; curr tn: 1350774; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_punct', '_ATOKEN_cream', 'TOKEN_,'); pattern type: l1
len(selected_patterns):896; curr precision: 0.9426; curr recall: 0.2759; curr f1: 0.4268; curr tp: 42529; curr fp: 2588; curr fn: 111636; curr tn: 1350771; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', 'TOKEN_and', '_ATOKEN_pork'); pattern type: l1
len(selected_patterns):897; curr precision: 0.9426; curr recall: 0.276; curr f1: 0.427; curr tp: 42555; curr fp: 2590; curr fn: 111610; curr tn: 1350769; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_compound', 'TOKEN_ravioli', '_AWORD'); pattern type: l1
len(selected_patterns):898; curr precision: 0.9426; curr recall: 0.2761; curr f1: 0.4271; curr tp: 42570; curr fp: 2590; curr fn: 111595; curr tn: 1350769; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_ramen'); pattern type: l1
len(selected_patterns):899; curr precision: 0.9427; curr recall: 0.2762; curr f1: 0.4273; curr tp: 42585; curr fp: 2590; curr fn: 111580; curr tn: 1350769; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', 'TOKEN_,', '_ATOKEN_shrimp'); pattern type: l1
len(selected_patterns):900; curr precision: 0.9426; curr recall: 0.2764; curr f1: 0.4274; curr tp: 42609; curr fp: 2593; curr fn: 111556; curr tn: 1350766; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('SRL_arg1', 'TOKEN_got', '_ATOKEN_pizza'); pattern type: l1
len(selected_patterns):901; curr precision: 0.9426; curr recall: 0.2764; curr f1: 0.4275; curr tp: 42610; curr fp: 2593; curr fn: 111555; curr tn: 1350766; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_compound', 'TOKEN_cakes', '_ATOKEN_crab'); pattern type: l1
len(selected_patterns):902; curr precision: 0.9426; curr recall: 0.2765; curr f1: 0.4276; curr tp: 42625; curr fp: 2594; curr fn: 111540; curr tn: 1350765; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', '_ATOKEN_soup', 'TOKEN_the'); pattern type: l1
len(selected_patterns):903; curr precision: 0.9427; curr recall: 0.2766; curr f1: 0.4277; curr tp: 42644; curr fp: 2594; curr fn: 111521; curr tn: 1350765; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('DEP_nsubj', 'TOKEN_better', '_ATOKEN_food'); pattern type: l1
len(selected_patterns):904; curr precision: 0.9426; curr recall: 0.2767; curr f1: 0.4278; curr tp: 42656; curr fp: 2596; curr fn: 111509; curr tn: 1350763; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', '_ATOKEN_cream', 'TOKEN_and'); pattern type: l1
len(selected_patterns):905; curr precision: 0.9426; curr recall: 0.2768; curr f1: 0.4279; curr tp: 42670; curr fp: 2599; curr fn: 111495; curr tn: 1350760; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near2', 'TOKEN_,', '_ATOKEN_beer'); pattern type: l1
len(selected_patterns):906; curr precision: 0.9426; curr recall: 0.2769; curr f1: 0.428; curr tp: 42681; curr fp: 2599; curr fn: 111484; curr tn: 1350760; precision of pattern: 1.0; tp, abs. recall of pattern: 37; pattern: ('PROX_near1', 'TOKEN_bad', '_ATOKEN_service'); pattern type: l1
len(selected_patterns):907; curr precision: 0.9426; curr recall: 0.2771; curr f1: 0.4283; curr tp: 42715; curr fp: 2599; curr fn: 111450; curr tn: 1350760; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: _ATOKEN_bruschetta; pattern type: l0
len(selected_patterns):908; curr precision: 0.9426; curr recall: 0.2773; curr f1: 0.4285; curr tp: 42749; curr fp: 2603; curr fn: 111416; curr tn: 1350756; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: _ATOKEN_ricotta; pattern type: l0
len(selected_patterns):909; curr precision: 0.9426; curr recall: 0.2775; curr f1: 0.4288; curr tp: 42785; curr fp: 2605; curr fn: 111380; curr tn: 1350754; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: _ATOKEN_udon; pattern type: l0
len(selected_patterns):910; curr precision: 0.9426; curr recall: 0.2778; curr f1: 0.4291; curr tp: 42820; curr fp: 2606; curr fn: 111345; curr tn: 1350753; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: _ATOKEN_artichoke; pattern type: l0
len(selected_patterns):911; curr precision: 0.9427; curr recall: 0.278; curr f1: 0.4294; curr tp: 42856; curr fp: 2606; curr fn: 111309; curr tn: 1350753; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: _ATOKEN_brulee; pattern type: l0
len(selected_patterns):912; curr precision: 0.9427; curr recall: 0.278; curr f1: 0.4294; curr tp: 42864; curr fp: 2606; curr fn: 111301; curr tn: 1350753; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_tuna'); pattern type: l1
len(selected_patterns):913; curr precision: 0.9427; curr recall: 0.2781; curr f1: 0.4295; curr tp: 42872; curr fp: 2608; curr fn: 111293; curr tn: 1350751; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_amod', '_ATOKEN_service', 'TOKEN_horrible'); pattern type: l1
len(selected_patterns):914; curr precision: 0.9426; curr recall: 0.2783; curr f1: 0.4298; curr tp: 42908; curr fp: 2611; curr fn: 111257; curr tn: 1350748; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_compound', 'WORD', '_ATOKEN_teriyaki'); pattern type: l1
len(selected_patterns):915; curr precision: 0.9426; curr recall: 0.2784; curr f1: 0.4298; curr tp: 42916; curr fp: 2614; curr fn: 111249; curr tn: 1350745; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('SRL_arg1', 'TOKEN_had', '_ATOKEN_lamb'); pattern type: l1
len(selected_patterns):916; curr precision: 0.9425; curr recall: 0.2786; curr f1: 0.4301; curr tp: 42952; curr fp: 2620; curr fn: 111213; curr tn: 1350739; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', 'TOKEN_and', '_ATOKEN_bar'); pattern type: l1
len(selected_patterns):917; curr precision: 0.9425; curr recall: 0.2786; curr f1: 0.4301; curr tp: 42954; curr fp: 2620; curr fn: 111211; curr tn: 1350739; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', 'TOKEN_very', '_ATOKEN_staff'); pattern type: l1
len(selected_patterns):918; curr precision: 0.9425; curr recall: 0.2787; curr f1: 0.4302; curr tp: 42969; curr fp: 2623; curr fn: 111196; curr tn: 1350736; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_punct', '_ATOKEN_server', 'TOKEN_,'); pattern type: l1
len(selected_patterns):919; curr precision: 0.9425; curr recall: 0.2788; curr f1: 0.4303; curr tp: 42974; curr fp: 2623; curr fn: 111191; curr tn: 1350736; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near1', '_ATOKEN_rice', 'TOKEN_is'); pattern type: l1
len(selected_patterns):920; curr precision: 0.9425; curr recall: 0.2789; curr f1: 0.4304; curr tp: 42994; curr fp: 2624; curr fn: 111171; curr tn: 1350735; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_case', '_ATOKEN_service', 'TOKEN_about'); pattern type: l1
len(selected_patterns):921; curr precision: 0.9424; curr recall: 0.279; curr f1: 0.4305; curr tp: 43008; curr fp: 2628; curr fn: 111157; curr tn: 1350731; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', '_ATOKEN_soup', 'TOKEN_a'); pattern type: l1
len(selected_patterns):922; curr precision: 0.9424; curr recall: 0.2792; curr f1: 0.4307; curr tp: 43037; curr fp: 2632; curr fn: 111128; curr tn: 1350727; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near1', 'TOKEN_and', '_ATOKEN_beef'); pattern type: l1
len(selected_patterns):923; curr precision: 0.9424; curr recall: 0.2793; curr f1: 0.4309; curr tp: 43054; curr fp: 2633; curr fn: 111111; curr tn: 1350726; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_punct', '_ATOKEN_food', 'TOKEN_...'); pattern type: l1
len(selected_patterns):924; curr precision: 0.9424; curr recall: 0.2794; curr f1: 0.431; curr tp: 43076; curr fp: 2634; curr fn: 111089; curr tn: 1350725; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_conj', 'TOKEN_pho', '_AWORD'); pattern type: l1
len(selected_patterns):925; curr precision: 0.9424; curr recall: 0.2796; curr f1: 0.4313; curr tp: 43112; curr fp: 2637; curr fn: 111053; curr tn: 1350722; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near1', '_ATOKEN_portion', 'TOKEN_was'); pattern type: l1
len(selected_patterns):926; curr precision: 0.9424; curr recall: 0.2797; curr f1: 0.4313; curr tp: 43113; curr fp: 2637; curr fn: 111052; curr tn: 1350722; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', 'TOKEN_the', '_ATOKEN_potatoes'); pattern type: l1
len(selected_patterns):927; curr precision: 0.9423; curr recall: 0.2798; curr f1: 0.4314; curr tp: 43130; curr fp: 2642; curr fn: 111035; curr tn: 1350717; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', '_ATOKEN_french', 'TOKEN_,'); pattern type: l1
len(selected_patterns):928; curr precision: 0.9423; curr recall: 0.2799; curr f1: 0.4316; curr tp: 43147; curr fp: 2644; curr fn: 111018; curr tn: 1350715; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_compound', '_ATOKEN_cakes', 'TOKEN_crab'); pattern type: l1
len(selected_patterns):929; curr precision: 0.942; curr recall: 0.2801; curr f1: 0.4318; curr tp: 43183; curr fp: 2661; curr fn: 110982; curr tn: 1350698; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('SRL_arg1', 'WORD', '_ATOKEN_rooms'); pattern type: l1
len(selected_patterns):930; curr precision: 0.9419; curr recall: 0.2802; curr f1: 0.4319; curr tp: 43201; curr fp: 2665; curr fn: 110964; curr tn: 1350694; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('DEP_conj', '_AWORD', 'TOKEN_broccoli'); pattern type: l1
len(selected_patterns):931; curr precision: 0.9419; curr recall: 0.2803; curr f1: 0.432; curr tp: 43215; curr fp: 2667; curr fn: 110950; curr tn: 1350692; precision of pattern: 1.0; tp, abs. recall of pattern: 36; pattern: ('PROX_near2', 'TOKEN_and', '_ATOKEN_music'); pattern type: l1
