len(selected_patterns):1; curr precision: 0.9958; curr recall: 0.0108; curr f1: 0.0214; curr tp: 1178; curr fp: 5; curr fn: 107973; curr tn: 1563173; precision of pattern: 0.9963; tp, abs. recall of pattern: 1178; pattern: _OSYNSET('PERFECT.A.01'); pattern type: l0
len(selected_patterns):580; curr precision: 0.9341; curr recall: 0.1688; curr f1: 0.286; curr tp: 18428; curr fp: 1301; curr fn: 90723; curr tn: 1561877; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('PROX_near2', 'POS_VB', "_OSYNSET('REGRETFUL.A.01')"); pattern type: l1
len(selected_patterns):581; curr precision: 0.9341; curr recall: 0.1688; curr f1: 0.286; curr tp: 18429; curr fp: 1301; curr fn: 90722; curr tn: 1561877; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_advcl', "_OSYNSET('GOOD.A.01')", 'POS_VBP'); pattern type: l1
len(selected_patterns):582; curr precision: 0.934; curr recall: 0.169; curr f1: 0.2862; curr tp: 18445; curr fp: 1303; curr fn: 90706; curr tn: 1561875; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('PROX_near1', "_OSYNSET('DIFFICULTY.N.02')", "SYNSET('THUS.R.02')"); pattern type: l1
len(selected_patterns):583; curr precision: 0.934; curr recall: 0.1691; curr f1: 0.2863; curr tp: 18456; curr fp: 1304; curr fn: 90695; curr tn: 1561874; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_nsubj', "_OSYNSET('SMALL.A.01')", "SYNSET('DISPLAY.N.06')"); pattern type: l1
len(selected_patterns):584; curr precision: 0.9336; curr recall: 0.1692; curr f1: 0.2865; curr tp: 18469; curr fp: 1314; curr fn: 90682; curr tn: 1561864; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_conj', "_OSYNSET('LOVE.V.01')", 'POS_VBD'); pattern type: l1
len(selected_patterns):585; curr precision: 0.9336; curr recall: 0.1692; curr f1: 0.2865; curr tp: 18470; curr fp: 1314; curr fn: 90681; curr tn: 1561864; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_cop', "_OSYNSET('REGRETFUL.A.01')", 'POS_VBD'); pattern type: l1
len(selected_patterns):586; curr precision: 0.9335; curr recall: 0.1693; curr f1: 0.2865; curr tp: 18474; curr fp: 1316; curr fn: 90677; curr tn: 1561862; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", "SYNSET('TIME_PERIOD.N.01')"); pattern type: l1
len(selected_patterns):587; curr precision: 0.9335; curr recall: 0.1693; curr f1: 0.2866; curr tp: 18479; curr fp: 1316; curr fn: 90672; curr tn: 1561862; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('PROX_near1', "SYNSET('TYPIFY.V.02')", "_OSYNSET('FAST.A.02')"); pattern type: l1
len(selected_patterns):588; curr precision: 0.9334; curr recall: 0.1693; curr f1: 0.2866; curr tp: 18481; curr fp: 1318; curr fn: 90670; curr tn: 1561860; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('SRL_argm-ext', "SYNSET('BECOME.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):589; curr precision: 0.9335; curr recall: 0.1694; curr f1: 0.2868; curr tp: 18490; curr fp: 1318; curr fn: 90661; curr tn: 1561860; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('SRL_argm-adv', 'POS_VBP', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):590; curr precision: 0.9333; curr recall: 0.1695; curr f1: 0.287; curr tp: 18506; curr fp: 1322; curr fn: 90645; curr tn: 1561856; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_parataxis', "SYNSET('CHANGE.V.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):591; curr precision: 0.9332; curr recall: 0.1696; curr f1: 0.287; curr tp: 18509; curr fp: 1325; curr fn: 90642; curr tn: 1561853; precision of pattern: 1.0; tp, abs. recall of pattern: 19; pattern: ('DEP_obl:npmod', "_OSYNSET('LARGE.A.01')", 'POS_NN'); pattern type: l1
len(selected_patterns):592; curr precision: 0.9332; curr recall: 0.1696; curr f1: 0.287; curr tp: 18512; curr fp: 1325; curr fn: 90639; curr tn: 1561853; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_amod', "SYNSET('SOUND_PROPERTY.N.01')", "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):593; curr precision: 0.9329; curr recall: 0.1696; curr f1: 0.287; curr tp: 18514; curr fp: 1332; curr fn: 90637; curr tn: 1561846; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_nmod:poss', "_OSYNSET('GOOD.A.01')", 'POS_PRP$'); pattern type: l1
len(selected_patterns):594; curr precision: 0.9329; curr recall: 0.1697; curr f1: 0.2872; curr tp: 18527; curr fp: 1332; curr fn: 90624; curr tn: 1561846; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_arg1', "SYNSET('USE.V.01')", "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):595; curr precision: 0.933; curr recall: 0.1699; curr f1: 0.2874; curr tp: 18540; curr fp: 1332; curr fn: 90611; curr tn: 1561846; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_conj', "_OSYNSET('LOVE.V.01')", "SYNSET('LOVE.V.01')"); pattern type: l1
len(selected_patterns):596; curr precision: 0.933; curr recall: 0.1699; curr f1: 0.2874; curr tp: 18542; curr fp: 1332; curr fn: 90609; curr tn: 1561846; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_arg1', "_OSYNSET('LOVE.V.01')", "SYNSET('ACT.V.01')"); pattern type: l1
len(selected_patterns):597; curr precision: 0.933; curr recall: 0.1699; curr f1: 0.2874; curr tp: 18544; curr fp: 1332; curr fn: 90607; curr tn: 1561846; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near1', "_OSYNSET('BETTER.A.02')", 'POS_JJ'); pattern type: l1
len(selected_patterns):598; curr precision: 0.933; curr recall: 0.17; curr f1: 0.2876; curr tp: 18557; curr fp: 1333; curr fn: 90594; curr tn: 1561845; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', 'POS_PDT', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):599; curr precision: 0.9329; curr recall: 0.1701; curr f1: 0.2878; curr tp: 18569; curr fp: 1335; curr fn: 90582; curr tn: 1561843; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_ccomp', "_OSYNSET('SMALL.A.01')", 'WORD'); pattern type: l1
len(selected_patterns):600; curr precision: 0.9329; curr recall: 0.1701; curr f1: 0.2878; curr tp: 18570; curr fp: 1335; curr fn: 90581; curr tn: 1561843; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_parataxis', 'POS_NN', "_OSYNSET('FAST.A.02')"); pattern type: l1
len(selected_patterns):601; curr precision: 0.9329; curr recall: 0.1701; curr f1: 0.2878; curr tp: 18571; curr fp: 1335; curr fn: 90580; curr tn: 1561843; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_none', 'WORD', "_OSYNSET('FINE.A.05')"); pattern type: l1
len(selected_patterns):602; curr precision: 0.933; curr recall: 0.1702; curr f1: 0.2879; curr tp: 18576; curr fp: 1335; curr fn: 90575; curr tn: 1561843; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', "_OSYNSET('FAST.A.02')", 'POS_VB'); pattern type: l1
len(selected_patterns):603; curr precision: 0.9329; curr recall: 0.1702; curr f1: 0.2879; curr tp: 18581; curr fp: 1336; curr fn: 90570; curr tn: 1561842; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', 'POS_NN', "_OSYNSET('HAPPY.A.01')"); pattern type: l1
len(selected_patterns):604; curr precision: 0.9327; curr recall: 0.1703; curr f1: 0.2881; curr tp: 18593; curr fp: 1341; curr fn: 90558; curr tn: 1561837; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_mark', '_OPOS_J', 'POS_RB'); pattern type: l1
len(selected_patterns):605; curr precision: 0.9328; curr recall: 0.1704; curr f1: 0.2882; curr tp: 18601; curr fp: 1341; curr fn: 90550; curr tn: 1561837; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near1', "_OSYNSET('GOOD.A.01')", "SYNSET('SOUND_PROPERTY.N.01')"); pattern type: l1
len(selected_patterns):606; curr precision: 0.9328; curr recall: 0.1704; curr f1: 0.2882; curr tp: 18603; curr fp: 1341; curr fn: 90548; curr tn: 1561837; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', "SYNSET('LOVE.V.01')", "_OSYNSET('LOVE.V.01')"); pattern type: l1
len(selected_patterns):607; curr precision: 0.9327; curr recall: 0.1704; curr f1: 0.2882; curr tp: 18604; curr fp: 1342; curr fn: 90547; curr tn: 1561836; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_obl', "_OSYNSET('GOOD.A.01')", 'POS_PRP'); pattern type: l1
len(selected_patterns):608; curr precision: 0.9327; curr recall: 0.1705; curr f1: 0.2882; curr tp: 18605; curr fp: 1342; curr fn: 90546; curr tn: 1561836; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_argm-cau', 'POS_VBD', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):609; curr precision: 0.9327; curr recall: 0.1705; curr f1: 0.2883; curr tp: 18614; curr fp: 1343; curr fn: 90537; curr tn: 1561835; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_arg0', 'POS_VBZ', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):610; curr precision: 0.9321; curr recall: 0.1706; curr f1: 0.2884; curr tp: 18623; curr fp: 1357; curr fn: 90528; curr tn: 1561821; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', "_OSYNSET('DIFFICULTY.N.02')", 'POS_VBD'); pattern type: l1
len(selected_patterns):611; curr precision: 0.932; curr recall: 0.1707; curr f1: 0.2886; curr tp: 18637; curr fp: 1360; curr fn: 90514; curr tn: 1561818; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_obl', '_OPOS_J', "SYNSET('DICOT_GENUS.N.01')"); pattern type: l1
len(selected_patterns):612; curr precision: 0.932; curr recall: 0.1708; curr f1: 0.2886; curr tp: 18639; curr fp: 1360; curr fn: 90512; curr tn: 1561818; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_csubj', "_OSYNSET('FAST.A.03')", 'WORD'); pattern type: l1
len(selected_patterns):613; curr precision: 0.932; curr recall: 0.1709; curr f1: 0.2889; curr tp: 18657; curr fp: 1362; curr fn: 90494; curr tn: 1561816; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_aux:pass', "_OSYNSET('CHANGE.V.02')", 'POS_VBD'); pattern type: l1
len(selected_patterns):614; curr precision: 0.932; curr recall: 0.1709; curr f1: 0.2889; curr tp: 18658; curr fp: 1362; curr fn: 90493; curr tn: 1561816; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_argm-mnr', 'POS_VBD', "_OSYNSET('GOOD.A.03')"); pattern type: l1
len(selected_patterns):615; curr precision: 0.9318; curr recall: 0.1709; curr f1: 0.2889; curr tp: 18659; curr fp: 1366; curr fn: 90492; curr tn: 1561812; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('SRL_none', "SYNSET('PERFECT.A.01')", '_OPOS_J'); pattern type: l1
len(selected_patterns):616; curr precision: 0.9318; curr recall: 0.171; curr f1: 0.2889; curr tp: 18663; curr fp: 1366; curr fn: 90488; curr tn: 1561812; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near1', "_OSYNSET('REGRETFUL.A.01')", 'POS_JJ'); pattern type: l1
len(selected_patterns):617; curr precision: 0.9315; curr recall: 0.1711; curr f1: 0.2891; curr tp: 18677; curr fp: 1373; curr fn: 90474; curr tn: 1561805; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_conj', "SYNSET('MAKE.V.03')", '_OPOS_J'); pattern type: l1
len(selected_patterns):618; curr precision: 0.9315; curr recall: 0.1712; curr f1: 0.2892; curr tp: 18686; curr fp: 1375; curr fn: 90465; curr tn: 1561803; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', "_OSYNSET('LOVE.V.01')", 'POS_VBP'); pattern type: l1
len(selected_patterns):619; curr precision: 0.931; curr recall: 0.1713; curr f1: 0.2893; curr tp: 18693; curr fp: 1385; curr fn: 90458; curr tn: 1561793; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('DEP_aux', '_OPOS_J', "SYNSET('HAVE.V.01')"); pattern type: l1
len(selected_patterns):620; curr precision: 0.931; curr recall: 0.1713; curr f1: 0.2893; curr tp: 18694; curr fp: 1385; curr fn: 90457; curr tn: 1561793; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near2', "_OSYNSET('LOVE.V.01')", "SYNSET('LOVE.V.01')"); pattern type: l1
len(selected_patterns):621; curr precision: 0.9311; curr recall: 0.1714; curr f1: 0.2895; curr tp: 18709; curr fp: 1385; curr fn: 90442; curr tn: 1561793; precision of pattern: 1.0; tp, abs. recall of pattern: 18; pattern: ('PROX_near1', "_OSYNSET('LARGE.A.01')", "SYNSET('UNVOICED.A.01')"); pattern type: l1
len(selected_patterns):622; curr precision: 0.9311; curr recall: 0.1714; curr f1: 0.2895; curr tp: 18710; curr fp: 1385; curr fn: 90441; curr tn: 1561793; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near1', 'POS_NNS', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):623; curr precision: 0.9311; curr recall: 0.1715; curr f1: 0.2897; curr tp: 18722; curr fp: 1386; curr fn: 90429; curr tn: 1561792; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_conj', '_OPOS_J', "SYNSET('DOOR.N.01')"); pattern type: l1
len(selected_patterns):624; curr precision: 0.9311; curr recall: 0.1716; curr f1: 0.2898; curr tp: 18733; curr fp: 1387; curr fn: 90418; curr tn: 1561791; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_advmod', "_OSYNSET('HAPPY.A.01')", "SYNSET('REASONABLY.R.01')"); pattern type: l1
len(selected_patterns):625; curr precision: 0.9311; curr recall: 0.1717; curr f1: 0.29; curr tp: 18745; curr fp: 1388; curr fn: 90406; curr tn: 1561790; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_list', '_OPOS_J', 'POS_JJ'); pattern type: l1
len(selected_patterns):626; curr precision: 0.9311; curr recall: 0.1718; curr f1: 0.29; curr tp: 18750; curr fp: 1388; curr fn: 90401; curr tn: 1561790; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near2', "SYNSET('DOOR.N.01')", "_OSYNSET('LARGE.A.01')"); pattern type: l1
len(selected_patterns):627; curr precision: 0.9311; curr recall: 0.1719; curr f1: 0.2902; curr tp: 18761; curr fp: 1388; curr fn: 90390; curr tn: 1561790; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_csubj', '_OPOS_J', "SYNSET('EXPERIENCE.V.03')"); pattern type: l1
len(selected_patterns):628; curr precision: 0.9311; curr recall: 0.172; curr f1: 0.2903; curr tp: 18771; curr fp: 1388; curr fn: 90380; curr tn: 1561790; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near2', "_OSYNSET('HAPPY.A.01')", 'POS_IN'); pattern type: l1
len(selected_patterns):629; curr precision: 0.9311; curr recall: 0.172; curr f1: 0.2904; curr tp: 18777; curr fp: 1390; curr fn: 90374; curr tn: 1561788; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('SRL_argm-cau', "_OSYNSET('LOVE.V.01')", 'POS_JJ'); pattern type: l1
len(selected_patterns):630; curr precision: 0.9306; curr recall: 0.1721; curr f1: 0.2905; curr tp: 18787; curr fp: 1401; curr fn: 90364; curr tn: 1561777; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near1', "SYNSET('CATEGORY.N.02')", '_OPOS_J'); pattern type: l1
len(selected_patterns):631; curr precision: 0.9306; curr recall: 0.1721; curr f1: 0.2905; curr tp: 18790; curr fp: 1401; curr fn: 90361; curr tn: 1561777; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_ccomp', 'POS_VB', "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):632; curr precision: 0.9306; curr recall: 0.1722; curr f1: 0.2906; curr tp: 18792; curr fp: 1401; curr fn: 90359; curr tn: 1561777; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_amod', "SYNSET('PORTABLE_COMPUTER.N.01')", "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):633; curr precision: 0.9304; curr recall: 0.1723; curr f1: 0.2907; curr tp: 18805; curr fp: 1407; curr fn: 90346; curr tn: 1561771; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_advcl', '_OPOS_J', "SYNSET('MAKE.V.03')"); pattern type: l1
len(selected_patterns):634; curr precision: 0.9304; curr recall: 0.1723; curr f1: 0.2907; curr tp: 18806; curr fp: 1407; curr fn: 90345; curr tn: 1561771; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near1', "_OSYNSET('GOOD.A.03')", 'POS_PRP'); pattern type: l1
len(selected_patterns):635; curr precision: 0.9302; curr recall: 0.1724; curr f1: 0.2908; curr tp: 18814; curr fp: 1411; curr fn: 90337; curr tn: 1561767; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_csubj', '_OWORD', "SYNSET('HAVE.V.01')"); pattern type: l1
len(selected_patterns):636; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.291; curr tp: 18826; curr fp: 1415; curr fn: 90325; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near1', 'POS_VBN', "_OSYNSET('DIFFICULTY.N.03')"); pattern type: l1
len(selected_patterns):637; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.291; curr tp: 18827; curr fp: 1415; curr fn: 90324; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_obl', "_OSYNSET('GOOD.A.01')", "SYNSET('PORTABLE_COMPUTER.N.01')"); pattern type: l1
len(selected_patterns):638; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.291; curr tp: 18828; curr fp: 1415; curr fn: 90323; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near2', 'POS_JJR', "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):639; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.2911; curr tp: 18832; curr fp: 1415; curr fn: 90319; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('SRL_arg1', "SYNSET('ACT.V.01')", "_OSYNSET('GOOD.A.01')"); pattern type: l1
len(selected_patterns):640; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.2911; curr tp: 18833; curr fp: 1415; curr fn: 90318; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('SRL_arg1', "SYNSET('EXPECT.V.03')", "_OSYNSET('BETTER.A.02')"); pattern type: l1
len(selected_patterns):641; curr precision: 0.9301; curr recall: 0.1725; curr f1: 0.2911; curr tp: 18834; curr fp: 1415; curr fn: 90317; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_conj', 'POS_VBP', "_OSYNSET('FAST.A.02')"); pattern type: l1
len(selected_patterns):642; curr precision: 0.9301; curr recall: 0.1726; curr f1: 0.2912; curr tp: 18840; curr fp: 1415; curr fn: 90311; curr tn: 1561763; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_advmod', "_OSYNSET('SMALL.A.01')", "SYNSET('BESIDES.R.02')"); pattern type: l1
len(selected_patterns):643; curr precision: 0.93; curr recall: 0.1727; curr f1: 0.2913; curr tp: 18853; curr fp: 1418; curr fn: 90298; curr tn: 1561760; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_parataxis', '_OPOS_J', 'POS_RB'); pattern type: l1
len(selected_patterns):644; curr precision: 0.93; curr recall: 0.1729; curr f1: 0.2916; curr tp: 18870; curr fp: 1421; curr fn: 90281; curr tn: 1561757; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_aux', '_OWORD', "SYNSET('LEAVE.V.01')"); pattern type: l1
len(selected_patterns):645; curr precision: 0.9299; curr recall: 0.173; curr f1: 0.2917; curr tp: 18883; curr fp: 1423; curr fn: 90268; curr tn: 1561755; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('DEP_list', 'POS_JJ', '_OPOS_J'); pattern type: l1
len(selected_patterns):646; curr precision: 0.9298; curr recall: 0.1731; curr f1: 0.2918; curr tp: 18892; curr fp: 1427; curr fn: 90259; curr tn: 1561751; precision of pattern: 1.0; tp, abs. recall of pattern: 17; pattern: ('PROX_near1', 'POS_VBD', "_OSYNSET('HAPPY.A.01')"); pattern type: l1
